# form	pos	lemma	sense	freq
ཕོག་པ	VERB			
ཕོག་པ་	VERB			
ཕོགས་	NOUN			
ཕོངས་	VERB			
ཕོངས་པ	VERB			
ཕོངས་པ་	VERB			
ཕོངས་མེད་	ADJ			
ཕོངས་སེམས་	NOUN			
ཕོད	VERB			
ཕོད་	VERB			
ཕོད་ཐར་	PROPN			
ཕོད་པ	VERB			
ཕོད་པ་	VERB			
ཕོན་པོ	OTHER			
ཕོབ	VERB			
ཕོབ་	VERB			
ཕོབས་	VERB			
ཕོར་བ་	NOUN			
ཕོལ་	PROPN			
ཕྱ་མ་ཕྱོ	OTHER			
ཕྱག	NOUN			
ཕྱག་	NOUN			
ཕྱག་ཁྱེར་	OTHER			
ཕྱག་ཁྲིད་	OTHER			
ཕྱག་གཡས་	NOUN			
ཕྱག་གཡས་ཆོས་འཆད་	NOUN			
ཕྱག་ཆེན་	OTHER			
ཕྱག་ཆེན་གཅེར་མཐོང་ངོ་སྤྲོད་	NOUN			
ཕྱག་ཐལ་	NOUN			
ཕྱག་དཔེ	NOUN			
ཕྱག་དཔེ་	NOUN			
ཕྱག་དབང་	NOUN			
ཕྱག་དབྱུག་	NOUN			
ཕྱག་དར་	NOUN			
ཕྱག་དར་ཁྲོད་	NOUN			
ཕྱག་དར་པ་	NOUN			
ཕྱག་དྲུག་པ	PROPN			
ཕྱག་དྲུག་པ་	OTHER			
ཕྱག་ན་	OTHER			
ཕྱག་ན་རྡོ་རྗེ་དབང་བསྐུར་བའི་རྒྱུད་	PROPN			
ཕྱག་ན་རྡོ་རྗེ་འགྲོ་བཟངས་	PROPN			
ཕྱག་ཕྱི	NOUN			
ཕྱག་ཕྱི་	NOUN			
ཕྱག་ཕྱི་བ་	NOUN			
ཕྱག་བཏབ་	OTHER			
ཕྱག་བཏབ་ཚུལ་	OTHER			
ཕྱག་བཞི་པ	OTHER			
ཕྱག་བཞི་པ་	OTHER			
ཕྱག་བཞེས་	OTHER			
ཕྱག་བརྒྱ་པ་	ADJ			
ཕྱག་བསྟར་མ་	OTHER			
ཕྱག་བྲི་	OTHER			
ཕྱག་བྲིས་	OTHER			
ཕྱག་མཆོད་	NOUN			
ཕྱག་མཚན་	NOUN			
ཕྱག་མཚན་རྒྱན་	NOUN			
ཕྱག་མཚན་རྡོ་རྗེ་དྲིལ་བུ་	NOUN			
ཕྱག་མཛུབ་	NOUN			
ཕྱག་ཞབས་	NOUN			
ཕྱག་འདེབས་	OTHER			
ཕྱག་འབུལ་	NOUN			
ཕྱག་འབེབས་	NOUN			
ཕྱག་འཚལ་	OTHER			
ཕྱག་འཚལ་བ་	OTHER			
ཕྱག་འཚལ་སྒང་	PROPN			
ཕྱག་འཛུག་	NOUN			
ཕྱག་འཛུབ་	NOUN			
ཕྱག་རིས་	OTHER			
ཕྱག་རེག་	NOUN			
ཕྱག་རྒྱ	NOUN			
ཕྱག་རྒྱ་	NOUN			
ཕྱག་རྒྱ་ཆེ	NOUN			
ཕྱག་རྒྱ་ཆེན་པ་གྲུབ་པ	NOUN			
ཕྱག་རྒྱ་པ་	OTHER			
ཕྱག་རྒྱ་བཞི་པ་	PROPN			
ཕྱག་རྒྱ་མ་	NOUN			
ཕྱག་རྒྱན་	OTHER			
ཕྱག་རྒྱུན་	OTHER			
ཕྱག་རྟགས	NOUN			
ཕྱག་རྟགས་	NOUN			
ཕྱག་རྟེན་	NOUN			
ཕྱག་རྡོར་	PROPN			
ཕྱག་རྡོར་སྟོང་འགྲེལ་	PROPN			
ཕྱག་རྩོམ་	OTHER			
ཕྱག་རྫས་	NOUN			
ཕྱག་རྫོགས་	OTHER			
ཕྱག་ལན་	NOUN			
ཕྱག་ལེན་	NOUN			
ཕྱག་ལེན་ལས་ཚོགས་	NOUN			
ཕྱག་ཤིང་པླཀྵ་	NOUN			
ཕྱག་སེན	NOUN			
ཕྱག་སོར་	NOUN			
ཕྱག་སྐོར་	OTHER			
ཕྱག་སྡིགས་མཛུབ་	NOUN			
ཕྱག་སྲོལ་	OTHER			
ཕྱགས་	NOUN			
ཕྱགས་ཕྱི་	NOUN			
ཕྱགས་སྡིགས་	NOUN			
ཕྱགས་སྡིགས་འཛུབ་	NOUN			
ཕྱར་	VERB			
ཕྱར་བ	VERB			
ཕྱལ་བ	ADJ			
ཕྱི	NOUN			
ཕྱི་	NOUN			
ཕྱི་གཏོར་	PROPN			
ཕྱི་གསལ་	NOUN			
ཕྱི་གླིང་	OTHER			
ཕྱི་གླིང་བ	OTHER			
ཕྱི་གླིང་བ་	OTHER			
ཕྱི་ཉིན་	ADV			
ཕྱི་ཐག་	NOUN			
ཕྱི་ཐག་ཅན་	ADJ			
ཕྱི་ཐག་རིང་	NOUN			
ཕྱི་ཐན་	NOUN			
ཕྱི་དར་	NOUN			
ཕྱི་དུས་	ADV			
ཕྱི་དོན་	OTHER			
ཕྱི་དྲིལ་	OTHER			
ཕྱི་དྲོ་	ADV			
ཕྱི་ནང་	NOUN			
ཕྱི་ནང་གསང་	OTHER			
ཕྱི་ནང་གྲུབ་མཐའ་	NOUN			
ཕྱི་ནང་སྒྱུ་མ	NOUN			
ཕྱི་ནང་སྒྲུབ་ཐབས་	NOUN			
ཕྱི་ནུབ་	ADV			
ཕྱི་པ	NOUN			
ཕྱི་ཕྱག་	NOUN			
ཕྱི་ཕྱི	ADV			
ཕྱི་བ	NOUN			
ཕྱི་བ་	OTHER			
ཕྱི་བཞིན་	NOUN			
ཕྱི་བཤོལ་	NOUN			
ཕྱི་བུ་	NOUN			
ཕྱི་མ	ADJ			
ཕྱི་མ་	ADJ			
ཕྱི་མ་རྒྱུད་	OTHER			
ཕྱི་མནོ་	NOUN			
ཕྱི་མི་	NOUN			
ཕྱི་མིག་	NOUN			
ཕྱི་མོ	ADJ			
ཕྱི་མོ་	NOUN			
ཕྱི་ཟླ་	OTHER			
ཕྱི་འགྱུར་	NOUN			
ཕྱི་འགྲོགས་	OTHER			
ཕྱི་འགྲོས་	NOUN			
ཕྱི་འཆར་	NOUN			
ཕྱི་འཇུག་	NOUN			
ཕྱི་འདོད་ཡོན་	NOUN			
ཕྱི་འབབ་	OTHER			
ཕྱི་ཡུལ་	OTHER			
ཕྱི་ཡོང་	OTHER			
ཕྱི་རབས་	OTHER			
ཕྱི་རིམ་	NOUN			
ཕྱི་རོ་ལ་པ་	NOUN			
ཕྱི་རོལ་	NOUN			
ཕྱི་རོལ་པ	NOUN			
ཕྱི་རོལ་རྣམ་གཡེང་ནང་བསྡུས་	NOUN			
ཕྱི་རྐྱེན་	OTHER			
ཕྱི་རྒྱལ་	OTHER			
ཕྱི་རྒྱལ་བ་	OTHER			
ཕྱི་རྒྱལ་ལས་ཁུངས་	PROPN			
ཕྱི་རྒྱུད་	OTHER			
ཕྱི་རྗེས་	NOUN			
ཕྱི་ལུགས་	OTHER			
ཕྱི་ལོ་	OTHER			
ཕྱི་ཤུན་	NOUN			
ཕྱི་སྐུ་	NOUN			
ཕྱི་སྒོ་	NOUN			
ཕྱི་སྒྲུབ་	OTHER			
ཕྱི་སྣོད་	OTHER			
ཕྱི་སློབ་	OTHER			
ཕྱིད་པ	VERB			
ཕྱིད་པ་	VERB			
ཕྱིན	VERB			
ཕྱིན་	VERB			
ཕྱིན་ཅད་	ADV			
ཕྱིན་ཅི་མ་ལོག་པ	NOUN			
ཕྱིན་ཅི་མ་ལོག་པ་	NOUN			
ཕྱིན་ཅི་ལོག་	NOUN			
ཕྱིན་ཆད་	ADV			
ཕྱིན་ཏེ་ལོ་ཤུ་ཤ	PROPN			
ཕྱིན་ཏེ་ལོ་ཤུ་ཤ་	PROPN			
ཕྱིན་དྲུག་	NOUN			
ཕྱིན་པ	VERB			
ཕྱིན་པ་	VERB			
ཕྱིན་བ	VERB			
ཕྱིན་བ་	VERB			
ཕྱིན་རིན་ཆེན་རང་བཞིན་དཔག་ཡས་སྨོན་ལམ་	NOUN			
ཕྱིར་	OTHER			
ཕྱིར་དྲན་	OTHER			
ཕྱིར་བཅོས་	OTHER			
ཕྱིར་མི་འོང་	PROPN			
ཕྱིར་མི་ལྡོག་པ་	OTHER			
ཕྱིར་མིག་	OTHER			
ཕྱིར་ཟློག་པ་	OTHER			
ཕྱིར་ཡང	ADV			
ཕྱིར་ཡང་	PART			
ཕྱིར་སྐྱོད་	OTHER			
ཕྱིས	ADV			
ཕྱིས་	VERB			
ཕྱིས་པ་	VERB			
ཕྱིས་བ	VERB			
ཕྱིས་བྱོན་	NOUN			
ཕྱིི་	OTHER			
ཕྱུག	VERB			
ཕྱུག་	VERB			
ཕྱུག་ཀུ་	OTHER			
ཕྱུག་ཁྱད་	NOUN			
ཕྱུག་གུ་	OTHER			
ཕྱུག་དབུལ་	NOUN			
ཕྱུག་པ	VERB			
ཕྱུག་པ་	VERB			
ཕྱུག་པ་ནོར་དབྱིག་	NOUN			
ཕྱུག་པོ	ADJ			
ཕྱུག་པོ་	ADJ			
ཕྱུག་མོ	OTHER			
ཕྱུག་མོ་	OTHER			
ཕྱུག་འགྱུར་	OTHER			
ཕྱུག་རྫི་	NOUN			
ཕྱུག་སྐྱ་	OTHER			
ཕྱུགས་	NOUN			
ཕྱུགས་ཁྱུ	NOUN			
ཕྱུགས་ཁྱུ་	NOUN			
ཕྱུགས་གསོ་	OTHER			
ཕྱུགས་ནད་	NOUN			
ཕྱུགས་རིགས་	OTHER			
ཕྱུགས་རྩྭ་	OTHER			
ཕྱུགས་རྫི	NOUN			
ཕྱུགས་རྫི་	NOUN			
ཕྱུགས་ལས་	OTHER			
ཕྱུགས་ལུག་	NOUN			
ཕྱུགས་ལྷས་	PROPN			
ཕྱུགས་སྨན་	OTHER			
ཕྱུགས་སྨན་པ	OTHER			
ཕྱུང་	VERB			
ཕྱུང་བ	VERB			
ཕྱུང་བ་	VERB			
ཕྱུངས་	VERB			
ཕྱུངས་པ	VERB			
ཕྱུངས་པ་	VERB			
ཕྱུར་	VERB			
ཕྱུར་བུ	NOUN			
ཕྱུར་རེ་བ་	ADJ			
ཕྱེ	VERB			
ཕྱེ་	VERB			
ཕྱེ་གནང་	OTHER			
ཕྱེ་བ	VERB			
ཕྱེ་བ་	VERB			
ཕྱེ་མ	NOUN			
ཕྱེ་མ་	OTHER			
ཕྱེ་མ་ལ་	OTHER			
ཕྱེ་མ་ལེབ་	OTHER			
ཕྱེ་མར་	OTHER			
ཕྱེ་སྒྱེ་	NOUN			
ཕྱེ་སྒྱེ་ཆུང་	NOUN			
ཕྱེ་སྟེ་སྨྲ་བ་	NOUN			
ཕྱེད	VERB			
ཕྱེད་	NUM			
ཕྱེད་ཀ	OTHER			
ཕྱེད་ཀྲམ་	OTHER			
ཕྱེད་ཀྲུང་	NOUN			
ཕྱེད་པ	VERB			
ཕྱེད་པ་	VERB			
ཕྱེད་པོ་	NUM			
ཕྱེད་མ	NOUN			
ཕྱེད་སྐྲུངས་	ADJ			
ཕྱེས་	VERB			
ཕྱེས་པ་	VERB			
ཕྱོ་ཕྱོ་	ADV			
ཕྱོག་བསྡུས་	OTHER			
ཕྱོགས	VERB			
ཕྱོགས་	NOUN			
ཕྱོགས་གཅིག་	OTHER			
ཕྱོགས་གསུམ་	OTHER			
ཕྱོགས་གླང་	PROPN			
ཕྱོགས་ཆོས་	NOUN			
ཕྱོགས་དུས་	OTHER			
ཕྱོགས་པ	VERB			
ཕྱོགས་པ་	VERB			
ཕྱོགས་བཅུ	OTHER			
ཕྱོགས་བཅུ་	OTHER			
ཕྱོགས་བཏུས་	OTHER			
ཕྱོགས་བརྒྱ	OTHER			
ཕྱོགས་བསྒྲིག་	OTHER			
ཕྱོགས་བསྒྲིགས་	NOUN			
ཕྱོགས་བསྒྲིཌ་	OTHER			
ཕྱོགས་བསྡུ་	OTHER			
ཕྱོགས་བསྡུས་	OTHER			
ཕྱོགས་བསྡུས་མ་	OTHER			
ཕྱོགས་བསྡེབས་	OTHER			
ཕྱོགས་བསྡོམས་	OTHER			
ཕྱོགས་མཐར་	OTHER			
ཕྱོགས་མཐུན་མི་བརྟག་པ་རྟ་བརྟག་པ	NOUN			
ཕྱོགས་མཚམས་	NOUN			
ཕྱོགས་མེད་	ADJ			
ཕྱོགས་འདེབས་	OTHER			
ཕྱོགས་འབྱོར་པ་	PROPN			
ཕྱོགས་རིས་	NOUN			
ཕྱོགས་ལས་	PROPN			
ཕྱོགས་ལས་རྣམ་རྒྱལ་	PROPN			
ཕྱོགས་ལྷུང་	NOUN			
ཕྱོགས་སུ་	OTHER			
ཕྱོགས་སྒྲིག་	OTHER			
ཕྱོགས་སྒྲིགས་	OTHER			
ཕྱོགས་སྔ	NOUN			
ཕྱོགས་སྟོན་	OTHER			
ཕྱོགས་སྡེབས་	OTHER			
ཕྱོང་ངེ་བ་	ADJ			
ཕྱོད་	OTHER			
ཕྱོར་	VERB			
ཕྱོས་མ་	OTHER			
ཕྲ	VERB			
ཕྲ་	NOUN			
ཕྲ་ཐོ་	NOUN			
ཕྲ་བ	VERB			
ཕྲ་བ་	VERB			
ཕྲ་བ་ངག་ཡེ་གེ་	NOUN			
ཕྲ་བ་སེམས་སེམས་བྱུང་	NOUN			
ཕྲ་མ	NOUN			
ཕྲ་མ་	NOUN			
ཕྲ་མོ	ADJ			
ཕྲ་མོ་	ADJ			
ཕྲ་ཚོམ་	OTHER			
ཕྲ་རགས་	NOUN			
ཕྲ་ལ་རིང་བ	PROPN			
ཕྲ་ལ་རིང་བ་	PROPN			
ཕྲག	NUM			
ཕྲག་	NUM			
ཕྲག་དོག་	NOUN			
ཕྲག་དོག་དྲི་མ་	NOUN			
ཕྲག་པ་	NOUN			
ཕྲད	VERB			
ཕྲད་	VERB			
ཕྲད་པ	VERB			
ཕྲད་པ་	VERB			
ཕྲད་ཚད་	VERB			
ཕྲད་ལུགས་	VERB			
ཕྲན་	OTHER			
ཕྲན་བཤད་	OTHER			
ཕྲན་བུ་	OTHER			
ཕྲན་ཚེགས་	ADJ			
ཕྲན་ཚེགས་འགྲེལ་པ་	PROPN			
ཕྲན་ཚོགས་	NOUN			
ཕྲལ	VERB			
ཕྲལ་	SCONJ			
ཕྲལ་རྫས་	NOUN			
ཕྲི་སྣོན་	OTHER			
ཕྲིན་	NOUN			
ཕྲིན་བཟང་	OTHER			
ཕྲིན་བསྐུལ་	OTHER			
ཕྲིན་འགྲུབ་	OTHER			
ཕྲིན་ཡིག་	OTHER			
ཕྲིན་ལས་	NOUN			
ཕྲིན་ལས་པ	OTHER			
ཕྲིན་ལས་བྱམས་པ་འབྱུང་གནས་	PROPN			
ཕྲིན་ལས་རྣམ་བཞི་	NOUN			
ཕྲུ་	NOUN			
ཕྲུ་གུ	OTHER			
ཕྲུ་གུ་	NOUN			
ཕྲུག་	NOUN			
ཕྲུག་གུ	NOUN			
ཕྲུག་གུ་	NOUN			
ཕྲུག་སྐྱེ	OTHER			
ཕྲེང་	OTHER			
ཕྲེང་ཆེན་	OTHER			
ཕྲེང་བ	NOUN			
ཕྲེང་བ་	NOUN			
ཕྲེང་བ་སྐོར་གསུམ	PROPN			
ཕྲེང་མཛེས་	OTHER			
ཕྲེང་མོ་	OTHER			
ཕྲེང་རིང་	PROPN			
ཕྲེང་རིང་འགྱུར་མེད་རིག་འཛིན་རྣམ་རྒྱལ་	PROPN			
ཕྲེང་རྒྱུད་	OTHER			
ཕྲེང་ལྡན་ཁ་ཕྱེ་ཉེར་ཞི	NOUN			
ཕྲེང་ཤན་སན་	PROPN			
ཕྲོགས	VERB			
ཕྲོགས་	VERB			
ཕྲོགས་པ	VERB			
ཕྲོགས་པ་	VERB			
བ་	X			
བ་ཀུ་ལ་	NOUN			
བ་གླང་	NOUN			
བ་ད་ཧ་	PROPN			
བ་དགའ་ཅུ་	OTHER			
བ་དན་	NOUN			
བ་དྷི་ས་ཏྭ་	PROPN			
བ་ནྡེ་	OTHER			
བ་པ་	OTHER			
བ་མོ་	OTHER			
བ་ཚྭ་	OTHER			
བ་ཛྲ	OTHER			
བ་ཛྲ་	OTHER			
བ་ཡི	NOUN			
བ་ར	NOUN			
བ་རང་	PROPN			
བ་རང་ཝ་བ་ཅན་	PROPN			
བ་རི་བ	PROPN			
བ་རི་རིན་ཆེན་གྲགས་	PROPN			
བ་རི་ལོ་ཙ་བ་	PROPN			
བ་རི་ལོ་ཙྪ་བ་	PROPN			
བ་རི་ལོཙྪ་བ་	PROPN			
བ་རུ་ཏེ་	PROPN			
བ་རེག་ཐོས་པ་དགའ་	PROPN			
བ་རེན་ཏྲ	PROPN			
བ་རེན་དྲ	PROPN			
བ་རྨིག་	NOUN			
བ་ལ་དར་	PROPN			
བ་ལ་བཱ་	PROPN			
བ་ལ་མ་དར་	PROPN			
བ་ལང་	NOUN			
བ་ལང་གླག་གི་སྦ་གསལ་སྣང་	PROPN			
བ་ལང་བདག	PROPN			
བ་ལང་བདག་	PROPN			
བ་ལང་རྫི	NOUN			
བ་ལང་རྫི་	NOUN			
བ་ལང་རྫིའུ་	NOUN			
བ་ལང་སྤྱོད་	PROPN			
བ་ཤི་ཙིར་	PROPN			
བ་སུ་བན་དྷུ་	PROPN			
བ་སུ་མི་ཏྲ་	PROPN			
བ་སོ་	PROPN			
བ་སོ་བས་	PROPN			
བ་སྤུ	NOUN			
བ་སྤུ་	NOUN			
བ་ཧ་ན	PROPN			
བཀ	NOUN			
བཀ་ཐང་	OTHER			
བཀག་	VERB			
བཀག་འགོག་	OTHER			
བཀག་སྡོམ་	OTHER			
བཀང་	VERB			
བཀང་བ	VERB			
བཀང་བ་	VERB			
བཀབ་	VERB			
བཀབ་པ	VERB			
བཀའ	NOUN			
བཀའ་	NOUN			
བཀའ་ཁྲི་	OTHER			
བཀའ་ཁྲིད་	OTHER			
བཀའ་ཁྲིམས་	NOUN			
བཀའ་ཁྲོད་	OTHER			
བཀའ་གཏེར་	OTHER			
བཀའ་གདམས་	PROPN			
བཀའ་གནང་	NOUN			
བཀའ་གཙིགས་	OTHER			
བཀའ་གྲོས་	NOUN			
བཀའ་ཆད་	NOUN			
བཀའ་ཆེམས་	OTHER			
བཀའ་ཆོས་	OTHER			
བཀའ་ཐང་	OTHER			
བཀའ་ཐམ་	OTHER			
བཀའ་དྲིན་	NOUN			
བཀའ་དྲིན་ཅན	ADJ			
བཀའ་དྲིན་ཅན་	ADJ			
བཀའ་དྲིན་ཆེ་	OTHER			
བཀའ་དྲིན་མཚུངས་མེད་སྐྱབས་རྗེ་ཨ་རོལ་	PROPN			
བཀའ་དྲུང་	OTHER			
བཀའ་ནོན་	NOUN			
བཀའ་ཕྱག་	OTHER			
བཀའ་ཕྲེང་	PROPN			
བཀའ་བ	VERB			
བཀའ་བ་	NOUN			
བཀའ་བཀྱོན་	NOUN			
བཀའ་བཅུ་པ་	PROPN			
བཀའ་བབས་	NOUN			
བཀའ་བཞི	OTHER			
བཀའ་བར་པ	NOUN			
བཀའ་བར་པ་མཚན་ཉིད་	NOUN			
བཀའ་བརྒྱད་	OTHER			
བཀའ་བརྒྱུད་	PROPN			
བཀའ་བརྒྱུད་པ	OTHER			
བཀའ་བརྒྱུད་བླ་མ	NOUN			
བཀའ་བརྒྱུད་ལུགས་	OTHER			
བཀའ་བརྟན་	NOUN			
བཀའ་བརྟེན་	OTHER			
བཀའ་བསྟན་	OTHER			
བཀའ་བསྡུ་	NOUN			
བཀའ་བསྲུངས་	NOUN			
བཀའ་བློན་	OTHER			
བཀའ་མ	OTHER			
བཀའ་མ་	NOUN			
བཀའ་མཆིད་	NOUN			
བཀའ་མཐའ་མ	NOUN			
བཀའ་མཛོད་	OTHER			
བཀའ་མོལ་	OTHER			
བཀའ་ཚིག་	NOUN			
བཀའ་ཚུལ་	NOUN			
བཀའ་ཚེམས་	NOUN			
བཀའ་ཞལ་	NOUN			
བཀའ་འཁོར་ལོ་	NOUN			
བཀའ་འཁྲིད་	OTHER			
བཀའ་འགྱུར་	NOUN			
བཀའ་འགྱུར་པ་	OTHER			
བཀའ་འགྱུར་བ་	OTHER			
བཀའ་འགྲེལ་	OTHER			
བཀའ་འདུས་	OTHER			
བཀའ་འབུམ་	NOUN			
བཀའ་རྒྱ	NOUN			
བཀའ་རྒྱ་	NOUN			
བཀའ་རྒྱ་ཅན་	OTHER			
བཀའ་རྒྱ་མ་	OTHER			
བཀའ་རྒྱུད་	OTHER			
བཀའ་རྟགས་	NOUN			
བཀའ་རྩོམ་	OTHER			
བཀའ་ལན་	OTHER			
བཀའ་ལུང་	NOUN			
བཀའ་ལུང་དངོས་	NOUN			
བཀའ་ཤག་	OTHER			
བཀའ་ཤོག་	NOUN			
བཀའ་སྡུད་པ་པོ་	NOUN			
བཀའ་སྡེ་སྣོད་	NOUN			
བཀའ་སྩལ་པ	NOUN			
བཀའ་སྲུང་	OTHER			
བཀའ་སྲོལ་	NOUN			
བཀའ་སློབ་	OTHER			
བཀར་	VERB			
བཀལ	VERB			
བཀལ་	VERB			
བཀས་	VERB			
བཀས་པ་	VERB			
བཀས་བཀོད་	OTHER			
བཀས་བཅད་	NOUN			
བཀུག་	VERB			
བཀུག་པ་	VERB			
བཀུགས་པ་	VERB			
བཀུམ	VERB			
བཀུམ་	VERB			
བཀུམ་པ	VERB			
བཀུར	VERB			
བཀུར་	VERB			
བཀུར་བ	VERB			
བཀུར་བ་	VERB			
བཀུར་སྟི	NOUN			
བཀུར་སྟི་	NOUN			
བཀོད	VERB			
བཀོད་	VERB			
བཀོད་པ	VERB			
བཀོད་པ་	VERB			
བཀོད་པ་ལུས་	NOUN			
བཀོད་མ	NOUN			
བཀོད་ཚུལ་	OTHER			
བཀོད་འདོམས་པ་	OTHER			
བཀོད་ལེགས་	ADJ			
བཀོད་སོགས་	OTHER			
བཀོད་སྒྲིག་	OTHER			
བཀོལ་བ	VERB			
བཀོལ་བ་	VERB			
བཀོལ་བདེ	OTHER			
བཀོལ་སྤྱོད་	OTHER			
བཀྱེ	VERB			
བཀྱེ་	VERB			
བཀྱེ་བ	VERB			
བཀྱེ་བ་	VERB			
བཀྱེད་	VERB			
བཀྱེད་པ	VERB			
བཀྱོན་	VERB			
བཀྱོན་པ་	VERB			
བཀྲ	VERB			
བཀྲ་	VERB			
བཀྲ་ཉེས་	OTHER			
བཀྲ་བ	VERB			
བཀྲ་བ་	VERB			
