# form	pos	lemma	sense	freq
ཤེས་རབ་རིན་ཆེན་	PROPN			
ཤེས་རབ་རྒྱ་མཚོ་	PROPN			
ཤེས་རབ་རྒྱལ་མཚན་	PROPN			
ཤེས་རབ་རྩལ་	NOUN			
ཤེས་རབ་སེང་གེ	PROPN			
ཤེས་རབ་སེང་གེ་	PROPN			
ཤེས་རབ་སྒྲོན་མེ་	PROPN			
ཤེས་རབ་སྙིང་པོ་	PROPN			
ཤེས་རིག་	NOUN			
ཤེས་རིག་གླིང་	PROPN			
ཤེས་རྒྱ་	NOUN			
ཤེས་རྒྱུད་	NOUN			
ཤེས་རྟོགས་	OTHER			
ཤེས་ལམ་སྣ་	NOUN			
ཤེས་ལྡན་པར་	OTHER			
ཤོ་	NOUN			
ཤོ་གམ་	NOUN			
ཤོ་གམ་པ	NOUN			
ཤོ་གམ་པ་	NOUN			
ཤོ་གམ་བསྲུང་བ	NOUN			
ཤོ་གམ་རི	NOUN			
ཤོ་བཤད་	OTHER			
ཤོ་མོ་	OTHER			
ཤོ་རིལ་	OTHER			
ཤོ་རྩེ་	NOUN			
ཤོ་ལོ་ཀ	NOUN			
ཤོ་ལོ་ཀ་	NOUN			
ཤོ་ལྷོ་ཁུལ་	PROPN			
ཤོག	VERB			
ཤོག་	VERB			
ཤོག་དྲིལ་	NOUN			
ཤོག་པ	OTHER			
ཤོག་བཀྲ	OTHER			
ཤོག་བུ་	NOUN			
ཤོག་རིལ་	NOUN			
ཤོག་ལྡེབས་	OTHER			
ཤོག་ཤོག་	NOUN			
ཤོང་	VERB			
ཤོང་དཔང་	OTHER			
ཤོང་བ	VERB			
ཤོང་རྡོ་རྗེ་རྒྱལ་མཚན་	PROPN			
ཤོང་སྣ་ར་	PROPN			
ཤོད	VERB			
ཤོད་	VERB			
ཤོད་པ	VERB			
ཤོད་པ་	VERB			
ཤོད་རྒྱུན་	OTHER			
ཤོད་སྒྲུང་	OTHER			
ཤོད་སྲོལ་	OTHER			
ཤོབ་	OTHER			
ཤོམ་	VERB			
ཤོམ་པ	VERB			
ཤོམས་	VERB			
ཤོར	VERB			
ཤོར་	VERB			
ཤོར་གྲབས་	NOUN			
ཤོར་པ	VERB			
ཤོར་བ	VERB			
ཤོར་བ་	VERB			
ཤོལ་	VERB			
ཤོས་	VERB			
ཤཾབྷ་ལ་	PROPN			
ཤྭ་ཕྲུག་	OTHER			
ཤྭ་ཝ་	OTHER			
ཤྭ་ལོ་ཀ་	OTHER			
ཤྲཀྱ་སྲིད་སྒྲུབ་	PROPN			
ཤྲདྡྷཱ་ཀ་ར་ཝརྨ་	NOUN			
ཤྲཱདྡྷ་ཀ་ར་ཝ་རྨྨ་	PROPN			
ཤྲཱདྡྷ་ཀ་ར་ཝརྨྨ་དད་བྱེད་གོ་ཆ་	PROPN			
ཤྲཱི་	OTHER			
ཤྲཱི་གུན་མ་དྷི	PROPN			
ཤྲཱི་ན་ལེནྡྲ་	PROPN			
ཤྲཱི་བྷ་དྲ་	PROPN			
ཤྲཱི་བྷ་དྲས་	PROPN			
ཤྲཱི་ཛ་ག་ཏ་མི་ཏྲ་ཨ་ནནྟ་	PROPN			
ཤྲཱི་ཛྙ་ན་སིདྡྷི	PROPN			
ཤྲཱི་རི་	PROPN			
ཤྲཱི་ལོ་པཎ་པ་	NOUN			
ཤྲཱི་ཧར་ཤ	PROPN			
ས	ADP			
ས་	ADP			
ས་ཀར་དགེ་	NOUN			
ས་ཁང་	OTHER			
ས་ཁམས་	OTHER			
ས་ཁུང་	NOUN			
ས་ཁུལ་	OTHER			
ས་ཁོངས་	OTHER			
ས་ག་	NOUN			
ས་གཏན་	NOUN			
ས་གདན་	NOUN			
ས་གནད་	NOUN			
ས་གནས་	OTHER			
ས་གཞི	NOUN			
ས་གཞི་	NOUN			
ས་གཞི་སྲིན་མོ་གན་རྐྱལ་	NOUN			
ས་གཡོས་	PROPN			
ས་གསུམ་	OTHER			
ས་གསུམ་དབང་ཕྱུག་	NOUN			
ས་ངྒྷ་	X			
ས་ཆ	OTHER			
ས་ཆ་	NOUN			
ས་ཆེན་	NOUN			
ས་ཆོ་	PROPN			
ས་ཆོག་	NOUN			
ས་ཆོས་	NOUN			
ས་ཇོ	PROPN			
ས་ཐག་	NOUN			
ས་དཀར་ཅན་	PROPN			
ས་དཔལ	NOUN			
ས་དཔལ་	NOUN			
ས་དཔྱད་	OTHER			
ས་ནག་	OTHER			
ས་པ	NOUN			
ས་པ་	NOUN			
ས་པ་ཎྜི་ཏ	PROPN			
ས་པཎ་	OTHER			
ས་པཎ་ཀུན་དགའ་རྒྱལ་མཚན་	PROPN			
ས་ཕུག་	PROPN			
ས་ཕུད་	NOUN			
ས་ཕོ་འབྲུག་	NOUN			
ས་ཕོ་རྟ་	NOUN			
ས་ཕྱོགས་	NOUN			
ས་བཅད་	NOUN			
ས་བཅད་པ་	OTHER			
ས་བཅུ་པ	NOUN			
ས་བཅུ་པ་	NOUN			
ས་བཅུད་	NOUN			
ས་བདག་	NOUN			
ས་བདག་རྟོག་པ་པོ་	NOUN			
ས་བཟང་	OTHER			
ས་བརྟོལ་	OTHER			
ས་བོན་	NOUN			
ས་བྱ་	OTHER			
ས་བྱི་	OTHER			
ས་བླ་	NOUN			
ས་མ་དྷི་འཆང་	NOUN			
ས་མ་ན	PROPN			
ས་མ་འབྲོག་ཁུལ་	PROPN			
ས་མཁན་	NOUN			
ས་མཁར་	NOUN			
ས་མཐ	OTHER			
ས་མཐའ	NOUN			
ས་མཐའ་	OTHER			
ས་མཐའ་ནགས་	NOUN			
ས་མཐར་	OTHER			
ས་མཐོ	OTHER			
ས་མཐོར་	OTHER			
ས་མནྟ་ཤྲཱི་	PROPN			
ས་མཚམས	NOUN			
ས་མཚམས་	NOUN			
ས་མལ་	NOUN			
ས་མལ་ཆ	NOUN			
ས་མིང་	OTHER			
ས་མུ་ཏ་ཀརྟི་	PROPN			
ས་མོ་ཕག་	NOUN			
ས་མོ་ཡོས་	NOUN			
ས་མོ་སྦྲུལ་	OTHER			
ས་མྦྷོ་ཊ་	PROPN			
ས་ཚུབ་	NOUN			
ས་ཞིང་	OTHER			
ས་འགག་	NOUN			
ས་འགགས་	NOUN			
ས་འགུལ་	OTHER			
ས་འཆོ་མ་	PROPN			
ས་འཚོ་མ་	PROPN			
ས་འཛིན་	NOUN			
ས་འོག་	OTHER			
ས་ཡ	NUM			
ས་ཡ་	NUM			
ས་ཡོམ་	OTHER			
ས་ཡོས་	OTHER			
ས་ར་ཧ	PROPN			
ས་ར་ཧ་	PROPN			
ས་ར་ཧ་པ	PROPN			
ས་རྒྱུས་	OTHER			
ས་རྙིང་	OTHER			
ས་རྡུལ་	NOUN			
ས་རྡོ་	NOUN			
ས་རྦད་བཙུན་ཆུང་	PROPN			
ས་རྩྭ	ADJ			
ས་ལ་མ་	PROPN			
ས་ལམ་	OTHER			
ས་ལའི་ཕོ་ཉ་མོ་	PROPN			
ས་ལུ་ལྗང་པ	PROPN			
ས་ལུག་	OTHER			
ས་ལེ	ADV			
ས་ལེ་སྦྲམ་	NOUN			
ས་སེར་	NOUN			
ས་སྐྱ	PROPN			
ས་སྐྱ་	PROPN			
ས་སྐྱ་ཐལ་ལེ་	NOUN			
ས་སྐྱ་དགོན་	OTHER			
ས་སྐྱ་པ	PROPN			
ས་སྐྱ་པ་	PROPN			
ས་སྐྱ་པ་ཎྜི་ཏ་ཀུན་དགའ་རྒྱལ་མཚན་དཔལ་བཟང་པོ	PROPN			
ས་སྐྱ་པཎྜི་ཏ	PROPN			
ས་སྐྱ་བ་	PROPN			
ས་སྐྱ་ལེགས་བཤད་	PROPN			
ས་སྐྱར་	OTHER			
ས་སྐྱོང་	PROPN			
ས་སྐྱོང་རྒྱལ་པོ	NOUN			
ས་སྒྲ་	NOUN			
ས་སྒྲོགས་རིགས་	NOUN			
ས་སྒྲོགས་རིས་	PROPN			
ས་སྟག་	OTHER			
ས་སྟེང	NOUN			
ས་སྟེང་	NOUN			
ས་སྟེངས་	NOUN			
ས་སྟོན་	NOUN			
ས་སྡེ	PROPN			
ས་སྡེ་	PROPN			
ས་སྡེ་ལྔ	PROPN			
ས་སྡེ་ལྔ་	PROPN			
ས་སྣ་	NOUN			
ས་སྣོད་	NOUN			
ས་སྲུང་སྡེ་	PROPN			
ས་སྲོད་	OTHER			
ས་སྲོས་	OTHER			
ས་ཧ་པྲ་ཀརྞ་	PROPN			
སག་	OTHER			
སག་ལྷམ་	NOUN			
སགོངས་	OTHER			
སང་	ADV			
སང་ཀ་ཤ	PROPN			
སང་ཉིན་	ADV			
སང་དགོང་	ADV			
སང་ནང་པ	ADV			
སང་ཤི	PROPN			
སང་ཤི་	PROPN			
སང་ཤི་ཏ	PROPN			
སངས་	VERB			
སངས་པ	VERB			
སངས་པ་	VERB			
སངས་བ་	VERB			
སངས་བྱེད་	ADJ			
སངས་རྒས་	NOUN			
སངས་རྒྱལ་	NOUN			
སངས་རྒྱས	NOUN			
སངས་རྒྱས་	NOUN			
སངས་རྒྱས་ཀྱི་བཤད་པ	PROPN			
སངས་རྒྱས་གཟུགས་	NOUN			
སངས་རྒྱས་གསང་བ་	PROPN			
སངས་རྒྱས་གསུང་	NOUN			
སངས་རྒྱས་གླིང་པ	PROPN			
སངས་རྒྱས་ཆོས་	NOUN			
སངས་རྒྱས་ཆོས་ཚོགས་ཁམས་	NOUN			
སངས་རྒྱས་ཆོས་འཛོམས་	PROPN			
སངས་རྒྱས་ཐོད་པ	PROPN			
སངས་རྒྱས་ཐོས་པ	PROPN			
སངས་རྒྱས་དགེ་སློང་	NOUN			
སངས་རྒྱས་པ	OTHER			
སངས་རྒྱས་ཕུན་ཚོགས་	PROPN			
སངས་རྒྱས་ཕྱོགས་	PROPN			
སངས་རྒྱས་བཅོམ་ལྡན་འདས་	NOUN			
སངས་རྒྱས་བསྐྱངས་	PROPN			
སངས་རྒྱས་བསྟན་	NOUN			
སངས་རྒྱས་བསྟན་པ	NOUN			
སངས་རྒྱས་བསྟན་པ་	NOUN			
སངས་རྒྱས་མཉམ་སྦྱོར་	NOUN			
སངས་རྒྱས་མྱ་ངན་	NOUN			
སངས་རྒྱས་ཚུལ་	NOUN			
སངས་རྒྱས་ཚེ་འཕེལ་	PROPN			
སངས་རྒྱས་ཞིང་	NOUN			
སངས་རྒྱས་ཞིང་རྡུལ་	NOUN			
སངས་རྒྱས་འབངས་	PROPN			
སངས་རྒྱས་འབྱུང་	NOUN			
སངས་རྒྱས་འོད་སྲུངས་	PROPN			
སངས་རྒྱས་ཡེ་ཤེས་ཞབས་	PROPN			
སངས་རྒྱས་ཡོན་ཏན་མཐའ་ཡས་གྲགས་པ	PROPN			
སངས་རྒྱས་རབས་	NOUN			
སངས་རྒྱས་རས་ཆེན་	PROPN			
སངས་རྒྱས་རིན་ཆེན་	PROPN			
སངས་རྒྱས་རྡོ་རྗེས་རྣམ་པར་གནོན་པ	PROPN			
སངས་རྒྱས་སའི་མདོ་	PROPN			
སངས་རྒྱས་སེམས་ཅན་	NOUN			
སངས་རྒྱས་སྐུ་	NOUN			
སངས་སྤྲུལ་དཀོན་མཆོག་བསྟན་པའི་རྒྱལ་མཚན་	PROPN			
སད	VERB			
སད་	VERB			
སད་ཀྱི་ལ་སྟེ་ར་	PROPN			
སད་ན་ལེགས་	PROPN			
སད་པ	VERB			
སད་པ་	VERB			
སད་མི་མི་	NOUN			
སད་ཛ་ན་	PROPN			
སད་རན་	PROPN			
སམ	PART			
སམ་	PART			
སམ་བྷོ་ཊ་	PROPN			
སམྦྷོ་ཊ་	PROPN			
སའི་སྙིང་པོ་འཁོལ་ལོ་བཅུ་པ	PROPN			
སའི་སྟོད་འགྲེལ་	PROPN			
སར་པ	ADJ			
སར་པ་	ADJ			
སར་ཕག་	PROPN			
སརྦ་གྲ་ཧ་ང་རཱྷ་ནཱ་ནི	X			
སརྦ་པ་ར་པྲ་བཱ་དཱིན	X			
སརྦ་མངྒ་ལཾ	X			
སརྦ་མཱ་ར་ཀརྨྨ་ཎི	X			
སརྦ་མཱ་རཻ	X			
སརྦྦ་ཛྙཱ་དེ་བ་ཀུན་མཁྱེན་ལྷ་	PROPN			
སརྦྦ་ཛྙཱན་	PROPN			
སརྦྦ་ཝརྨྨ	PROPN			
སརྦྦ་ཝརྨྨ་	PROPN			
སལ་ལེ	ADJ			
སལ་ལེ་	ADJ			
སཱ་དྷུ་ཀཱིརྟི་	PROPN			
སཱ་ར	OTHER			
སཱ་ལ	OTHER			
སཱ་ལ་	PROPN			
སཱ་ལུ་	PROPN			
སཱི་ཏཱ་	PROPN			
སཱུ་ཏྲ་	NOUN			
སཱུརྱ་ཀིརྟི་	PROPN			
སི་	OTHER			
སི་ཁྲོན་	OTHER			
སི་ཏུ	PROPN			
སི་ཏུ་	PROPN			
སི་ཏུ་ཆོས་ཀྱི་འབྱུང་གནས་	PROPN			
སི་ནུའོ་	PROPN			
སིང་	VERB			
སིང་ཁ་ལ	PROPN			
སིང་ག་	PROPN			
སིང་ག་ལ	PROPN			
སིང་ག་ལ་	NOUN			
སིང་གལ	OTHER			
སིང་གྷ་གླིང་པ་	PROPN			
སིང་ངེ་བ་	ADJ			
སིང་བ	VERB			
སིང་བ་	VERB			
སིང་སྤྲུ་	OTHER			
སིཅ་	OTHER			
སིདྡྷོ་ཝརྞ་ས་མཾན་ཡེ་	X			
སིན་ལེ་	PROPN			
སིམ་པ	VERB			
སིལ་བ་	VERB			
སིལ་བུ	OTHER			
སིལ་མ	OTHER			
སིལ་མ་	NOUN			
སིལ་སྒྲ་	NOUN			
སིལ་སྙན་	NOUN			
སིལ་སྙན་གླུ་དབྱངས་	NOUN			
སིཾ་ག་ལ	PROPN			
སུ	ADP			
སུ་	ADP			
སུ་ཀ་དྷ་རི་	PROPN			
སུ་ཀ་བདྲ་	PROPN			
སུ་ག་ཏ་ཤྲཱི་	PROPN			
སུ་ཎྱེ་ཤྲཱི་	PROPN			
སུ་ཏ་སོ་མ	PROPN			
སུ་ཏ་སོ་མ་	PROPN			
སུ་དྷི་ས་ར	OTHER			
སུ་ན་ཤ་ཏ་	PROPN			
སུ་ནྱ་ཤྲཱི	PROPN			
སུ་ནྱ་ཤྲཱི་	PROPN			
སུ་ནྱ་ཤྲཱི་ལེགས་པར་རིག་པའི་དཔལ་	PROPN			
སུ་པ་	X			
སུ་བྷ་ཥི་ཏ་	PROPN			
སུ་བྷ་ཥི་ཏ་ལེགས་པར་གསུངས་པ་	PROPN			
སུ་བྷཱ་ཥི་ཏ་	X			
སུ་བྷཱ་ཥི་ཏ་རཏྣ་ནི་དྷི་ནཱ་མ་ཤཱསྟྲ	NOUN			
སུ་མ་ཏི་ཀཱི་རྟི་བློ་བཟང་གྲགས་པ་	PROPN			
སུ་མ་ཏི་ཀཱིརྟི་	PROPN			
སུ་མཅུ་རྩ་གསུམ་	PROPN			
སུ་རུ་	OTHER			
སུ་རེནྟྲ་བོ་དྷི་	PROPN			
སུ་རེནྡྲ་བོ་དྷི་ལྷའི་དབང་པོ་བྱང་ཆུབ་	PROPN			
སུ་ལན་ཤན་	PROPN			
སུ་ལི་པ་ལ་	PROPN			
སུག་	NOUN			
སུག་ན་	PROPN			
སུང་ཞ་	PROPN			
སུན་	VERB			
སུན་ཀྲུང་ཧྲན་	OTHER			
སུན་པ	VERB			
སུན་པ་	VERB			
སུན་མ་	NOUN			
སུན་ཙི	OTHER			
སུན་ཙེ	OTHER			
སུན་འབྱིན་	NOUN			
སུན་ཨུ་གུང་	OTHER			
སུབས་	VERB			
སུམ་	NUM			
སུམ་གླིང་	OTHER			
སུམ་ཅུ་	OTHER			
སུམ་ཅུ་པ	PROPN			
སུམ་ཅུ་པ་	OTHER			
སུམ་ཅུ་བ	OTHER			
སུམ་ཅུ་བ་	OTHER			
སུམ་ཅུ་རྩ་གསུམ་	PROPN			
སུམ་ཅུ་རྩ་གསུམ་པ་	NOUN			
སུམ་ཆ་	NUM			
སུམ་ཉི་	OTHER			
སུམ་དར་	PROPN			
སུམ་པ	OTHER			
སུམ་པ་	PROPN			
སུམ་པ་ཡེ་ཤེས་བློ་	PROPN			
སུམ་པ་ཡེ་ཤེས་བློ་གྲོས་	PROPN			
སུམ་བ	VERB			
སུམ་བཅུ་	OTHER			
སུམ་བཅུ་པ	OTHER			
སུམ་བཅུ་པ་	OTHER			
སུམ་བརྒྱ་	OTHER			
སུམ་བརྒྱ་པ	OTHER			
སུམ་བརྒྱ་པ་	PROPN			
སུམ་བརྒྱ་བ་	OTHER			
སུམ་འཕྲང་	PROPN			
སུམ་འཛོམས་	OTHER			
སུམ་རྐང་མ་	OTHER			
སུམ་རྟགས་	OTHER			
སུམ་རྟགས་དག་	OTHER			
སུམ་རྟགས་སྙན་	OTHER			
སུམ་རྩེག་སྙེས་འབོལ་	NOUN			
སུམ་རྩེན་	PROPN			
སུམ་ལྡན་	ADJ			
སུམ་སྐས་མགོ	OTHER			
སུམ་སྟོང་	OTHER			
སུའུ་ཆུས་	PROPN			
སུའུ་ལེན་	OTHER			
སེ་གོལ་	NOUN			
སེ་ངྒེ	NOUN			
སེ་ངྒེ་	OTHER			
སེ་བ་	NOUN			
སེ་བ་བྱང་ཆུབ་ཆོས་གླིང་དགོན་	PROPN			
སེ་བ་ལ་	OTHER			
སེ་བན་	PROPN			
སེ་བན་རས་པ	PROPN			
སེ་བན་རས་པ་	PROPN			
སེ་བཙུན་གཞོན་ནུ	PROPN			
སེ་བོ	PROPN			
སེ་འབྲས་དགའ་	PROPN			
སེ་ར་	OTHER			
སེང་	NOUN			
སེང་ཁྲི་	NOUN			
སེང་གཡུ་རལ་	NOUN			
སེང་གཤོང་	OTHER			
སེང་གིས་ཞུས་པ་	PROPN			
སེང་གེ	NOUN			
སེང་གེ་	NOUN			
སེང་གེ་གཤོང་	PROPN			
སེང་གེ་བཙན་པོ	PROPN			
སེང་གེ་མོ	NOUN			
སེང་གེ་མོ་	NOUN			
སེང་གེ་འགྲམ་	PROPN			
སེང་གེ་ལྔ་	PROPN			
སེང་གེ་སྒྲ་	PROPN			
སེང་གེ་སྲབ་མེད་	PROPN			
སེང་གེའི་གདོང་ཅན	PROPN			
སེང་གེའི་གདོང་ཅན་	PROPN			
སེང་གེའི་ཟ་འགྲམ་	PROPN			
སེང་གོང་ལྷ་ལུང་	PROPN			
སེང་གོང་ལྷ་ལུང་གཟིགས་	PROPN			
སེང་ཆེན་	NOUN			
སེང་ཕྲུག་	NOUN			
སེང་ཕྲོམ་	OTHER			
སེང་བཟང་	PROPN			
སེང་བྲག་	PROPN			
སེང་ལྟེང་	NOUN			
སེང་ལྡེང་	NOUN			
སེང་ལྡེང་ནགས་	NOUN			
སེང་སྲིན་	OTHER			
སེན་	NOUN			
སེན་ངྷ་བ་	PROPN			
སེན་ཏ་པ	PROPN			
སེན་ཏ་པ་	PROPN			
སེན་ཏ་བ	PROPN			
སེན་ཏ་བ་	PROPN			
སེན་མོ	NOUN			
སེན་རྗེས་	NOUN			
སེམས	NOUN			
སེམས་	NOUN			
སེམས་ཀྱི་སྒྲིབ་སྦྱོང་	PROPN			
སེམས་ཁམས་	OTHER			
སེམས་ཁར་	OTHER			
སེམས་ཁུར་	OTHER			
སེམས་ཁོ་ཐོག་	OTHER			
སེམས་ཁྲལ་	ADJ			
སེམས་གཅོང་	OTHER			
སེམས་གཏམ་	NOUN			
སེམས་གནད་	NOUN			
སེམས་གཙོ་	OTHER			
སེམས་གསོ་	NOUN			
སེམས་ངོ་	OTHER			
སེམས་ཅད་	NOUN			
སེམས་ཅན	NOUN			
སེམས་ཅན་	NOUN			
སེམས་ཅན་ཆེན་པོ	PROPN			
སེམས་ཅན་ཆེན་པོ་	PROPN			
སེམས་ཅན་ཉོན་མོངས་	NOUN			
སེམས་ཅན་ཐབས་ཅད་བྱང་ཆུབ་	NOUN			
སེམས་ཅན་དམྱལ་བ	PROPN			
སེམས་ཅན་དོན་	NOUN			
སེམས་ཅན་ཕལ་	NOUN			
སེམས་ཅན་འདོད་ཆགས་	NOUN			
སེམས་ཅན་སྡུག་བསྔལ་	NOUN			
སེམས་ཅམ་པ་	PROPN			
སེམས་ཉིད་	NOUN			
སེམས་ཉིད་ངལ་བསོ	PROPN			
སེམས་ཉིད་ཆོས་ཉིད་	NOUN			
སེམས་ཐག་	OTHER			
སེམས་དངོས་པོ	NOUN			
སེམས་དཔ	NOUN			
སེམས་དཔངས་	NOUN			
སེམས་དཔའ་	NOUN			
སེམས་དོན་	OTHER			
སེམས་པ	VERB			
སེམས་པ་	VERB			
སེམས་བ་	VERB			
སེམས་བཟང་ཅན་	OTHER			
སེམས་བརྟན་	NOUN			
སེམས་བསྐྱེད་	NOUN			
སེམས་བསྐྱེད་བསམ་སྦྱོར་ལྷག་བསམ་	NOUN			
སེམས་བྱུང་	NOUN			
སེམས་མཆོག་	OTHER			
སེམས་མེད་	NOUN			
སེམས་ཙམ་	PROPN			
སེམས་ཙམ་པ	PROPN			
སེམས་ཙམ་མུ་སྟེགས་གྲངས་ཅན་	NOUN			
སེམས་ཙམ་རྒྱན་	PROPN			
སེམས་ཞི་	NOUN			
སེམས་འཁུར་	OTHER			
སེམས་འགྱུ་	OTHER			
སེམས་འགྲེལ་	OTHER			
སེམས་འཕྲིན་	OTHER			
སེམས་འཛིན་	NOUN			
སེམས་རྒྱུད་	NOUN			
སེམས་རྣམ་པ	NOUN			
སེམས་རྩེ་	NOUN			
སེམས་ལས་	NOUN			
སེམས་ལས་མྱ་ངན་	NOUN			
སེམས་སྐྱེད་	NOUN			
སེམས་སྒྲ་	OTHER			
སེམས་སྒྲོན་	OTHER			
སེམས་སྤྲིན་	OTHER			
སེམས་སྦྱོང་	OTHER			
སེམས་སྨད་	OTHER			
སེའུ་	NOUN			
སེར་	NOUN			
སེར་ཀ	NOUN			
སེར་ཀ་	NOUN			
སེར་ཁྱུག་གེ་	ADJ			
སེར་ཁྱུག་གེ་བ་	ADJ			
སེར་ཁྲལ་	NOUN			
སེར་གྱི་བྲག་ཤོད་	PROPN			
སེར་གྱི་སྒོང་ཁྲོག་	PROPN			
སེར་པོ	ADJ			
སེར་པོ་	ADJ			
སེར་ཕྲེང་	NOUN			
སེར་ཕྲེང་ཅན་	OTHER			
སེར་བ	NOUN			
སེར་བ་	NOUN			
སེར་བ་ཟུང་	NOUN			
སེར་བྱེས་	PROPN			
སེར་མོ་	ADJ			
སེར་འཕྲེང་	NOUN			
སེར་ཤུལ་	OTHER			
སེར་སྐྱ	PROPN			
སེར་སྐྱ་	PROPN			
སེར་སྐྱ་བ་རྣམ་	NOUN			
སེར་སྐྱོན་	OTHER			
སེར་སྣ	NOUN			
སེར་སྣ་	NOUN			
སེར་སྣ་ཅན་	ADJ			
སེར་སྨད་	OTHER			
སེལ	VERB			
སེལ་	VERB			
སེལ་ཐབས་	OTHER			
སེལ་བ	VERB			
སེལ་བ་	VERB			
སེལ་བར་	OTHER			
སཻ་ངྒ	OTHER			
སོ	PART			
སོ་	PART			
སོ་ཁྲི	PROPN			
སོ་གཉིས་ཅན་	OTHER			
སོ་གསུམ་པ་	OTHER			
སོ་ཆིས་	NOUN			
སོ་ཐར་	OTHER			
སོ་ཐར་ཉན་ཐོས་	NOUN			
སོ་ཐར་བ་	NOUN			
སོ་དྲུག་	OTHER			
སོ་ནད་	OTHER			
སོ་ནམ་	NOUN			
སོ་ནམ་རེམ་	NOUN			
སོ་བདུན་མ	OTHER			
སོ་བདུན་མ་	OTHER			
སོ་བཞི	OTHER			
སོ་བཞི་བ	OTHER			
སོ་མ	OTHER			
སོ་མ་	ADJ			
སོ་ཚིས་	NOUN			
སོ་འཚམས་	NOUN			
སོ་རྣོན་	NOUN			
སོ་ལྔ	OTHER			
སོ་ལྟ་	OTHER			
སོ་ལྟ་བ	PROPN			
སོ་ལྡན་	NOUN			
སོ་ས་གླིང་	PROPN			
སོ་སོ	PRON			
སོ་སོ་	PRON			
སོ་སོ་ཐར་པ	PROPN			
སོ་སོ་ཐར་པའི་འགྲེལ་པ	PROPN			
སོ་སོ་སྐྱེ་བོ	NOUN			
སོ་སྐྱེ	NOUN			
སོ་སྐྱེ་	NOUN			
སོ་སྦྱོང་	PROPN			
སོག	VERB			
སོག་	VERB			
སོག་པ	VERB			
སོག་པ་	VERB			
སོག་པོ་	OTHER			
སོག་ཚུལ་ཁྲིམས་བླ་མ	PROPN			
སོག་འཇོག་	NOUN			
སོག་ཡུལ་	OTHER			
སོག་རྫོང་	OTHER			
སོག་སྐད་	OTHER			
སོགས	DET			
སོགས་	DET			
སོགས་པ	VERB			
སོགས་པ་	VERB			
སོགས་བ	VERB			
སོགས་བ་	VERB			
སོང་	VERB			
སོང་པ	VERB			
སོང་པ་	VERB			
སོང་བ	VERB			
སོང་བ་	VERB			
སོངས་	VERB			
སོཊ་པ	VERB			
སོད་	VERB			
སོད་པ	VERB			
སོད་པ་	VERB			
སོན་	VERB			
སོན་པ	VERB			
སོན་པ་	VERB			
སོབ་གཉེར་	OTHER			
སོམ་ཉི་	NOUN			
སོམས	VERB			
སོམས་	VERB			
སོར་	NOUN			
སོར་གདུབ་	NOUN			
སོར་གདུབ་སྲང་	NOUN			
སོར་མདོ	OTHER			
སོར་མདོ་	OTHER			
སོར་མོ	OTHER			
སོར་མོ་	NOUN			
སོར་མོ་དྲ་བ	NOUN			
སོར་མོས་	OTHER			
སོར་འཕྲེང་ཅན་	NOUN			
སོལ	VERB			
སོལ་	VERB			
སོལ་ནག་ཐང་ཆེན་	PROPN			
སོལ་བ་	NOUN			
སོས	VERB			
སོས་	VERB			
སོས་ཀ	NOUN			
སོས་དལ་	NOUN			
སོས་པ	VERB			
སོས་པ་	VERB			
སོས་བ	VERB			
སོས་བ་	VERB			
སོས་ལུགས་	VERB			
སཾ་ག་ར་	PROPN			
སཾ་ག་ཤྲཱི་	PROPN			
སཾ་གྷ་ནན་དི་	PROPN			
སཾ་གྷ་ཤྲཱི་	PROPN			
སཾ་ཏ་	NOUN			
སཾ་པུ་ཊི་	PROPN			
སཾ་བོད་	PROPN			
སཾ་བྷ་ར་	NOUN			
སཾ་བྷུ་ཊི	PROPN			
སཾ་བྷོ་ག་ཀཱ་ཡ	NOUN			
སཾ་བྷོ་ཊ	OTHER			
སཾ་སྐྲི་ཏ	PROPN			
སཾ་སྐྲི་ཏ་	NOUN			
སཾ་སྐྲྀ་ཏ	OTHER			
སཾགྷ་བྷ་དྲ་འདུས་བཟང་	PROPN			
སཾསྐྲི་ཏ	NOUN			
སཾསྐྲི་ཏ་	NOUN			
སྐ་	PROPN			
སྐ་ཆུ་ཤར་སྒོ	PROPN			
སྐ་བྲག	PROPN			
སྐ་ཚལ	PROPN			
སྐ་རགས་	NOUN			
སྐ་རགས་ཅན་	PROPN			
སྐག་	NOUN			
སྐག་བཟློག་	OTHER			
སྐད	VERB			
སྐད་	NOUN			
སྐད་གཉིས་	OTHER			
སྐད་གསར་བཅད་	NOUN			
སྐད་གསུམ་	OTHER			
སྐད་ཅིག་	OTHER			
སྐད་ཅིག་མ	ADJ			
སྐད་ཆ	OTHER			
སྐད་ཆ་	NOUN			
སྐད་པ་	VERB			
སྐད་བརྡ	OTHER			
སྐད་བརྡ་	OTHER			
སྐད་བསྒྱུར་	OTHER			
སྐད་འབྲིང་	NOUN			
སྐད་ཡིག་	NOUN			
སྐད་རིགས་	NOUN			
སྐད་ལྔ་	OTHER			
སྐད་ལྡན་	OTHER			
སྐད་ཤུགས་ཅན་	OTHER			
སྐད་སྒྲ་	OTHER			
སྐད་སྙན་	PROPN			
སྐད་སྣམ་སྦྱར་སྣམ་ཕྲན་	NOUN			
སྐད་ཧན་པ	OTHER			
སྐབས	NOUN			
སྐབས་	NOUN			
